step	reward	x	action	sigma	score	terminated	truncated
45	0.000000	-0.500000	[-0.5]	1.344738	272.000000	0	0
46	0.000000	0.500000	[0.5]	1.344738	272.000000	0	0
47	0.000000	-0.500000	[-0.5]	1.344738	272.000000	0	0
48	1.000000	-0.270909	[-0.2709094285964966]	1.344738	273.000000	0	0
49	6.000000	-0.500000	[-0.5]	1.344738	279.000000	0	0
50	0.000000	-0.500000	[-0.5]	1.344738	279.000000	0	0
51	0.000000	-0.500000	[-0.5]	1.344738	279.000000	0	0
52	32.000000	-0.388330	[-0.3883298337459564]	1.344738	311.000000	0	0
53	0.000000	-0.500000	[-0.5]	1.344738	311.000000	0	0
54	0.000000	0.416958	[0.41695839166641235]	1.344738	311.000000	0	0
55	0.000000	0.095569	[0.09556913375854492]	1.344738	311.000000	0	0
56	0.000000	-0.002694	[-0.002693682909011841]	1.344738	311.000000	0	0
57	0.000000	-0.500000	[-0.5]	1.344738	311.000000	0	0
58	0.000000	-0.145549	[-0.14554904401302338]	1.344738	311.000000	0	0
59	0.000000	-0.500000	[-0.5]	1.344738	311.000000	0	0
60	1.000000	-0.500000	[-0.5]	1.344738	312.000000	0	0
61	15.000000	-0.110895	[-0.11089509725570679]	1.344738	327.000000	0	0
62	21.000000	-0.500000	[-0.5]	1.344738	348.000000	0	0
63	9.000000	0.212049	[0.2120491862297058]	1.344738	357.000000	0	0
64	0.000000	-0.167889	[-0.16788925230503082]	1.344738	357.000000	0	0
65	0.000000	-0.500000	[-0.5]	1.344738	357.000000	0	0
66	25.000000	-0.500000	[-0.5]	1.344738	382.000000	0	0
67	13.000000	-0.500000	[-0.5]	1.344738	395.000000	0	0
68	6.000000	0.054707	[0.05470651388168335]	1.344738	401.000000	0	0
69	0.000000	-0.500000	[-0.5]	1.344738	401.000000	0	0
70	0.000000	0.500000	[0.5]	1.344738	401.000000	0	0
71	9.000000	0.203626	[0.20362555980682373]	1.344738	410.000000	0	0
72	0.000000	-0.500000	[-0.5]	1.344738	410.000000	0	0
73	16.000000	-0.067356	[-0.06735605001449585]	1.344738	426.000000	0	0
74	0.000000	0.175259	[0.17525851726531982]	1.344738	426.000000	0	0
75	0.000000	-0.500000	[-0.5]	1.344738	426.000000	0	0
76	31.000000	0.260074	[0.2600743770599365]	1.344738	457.000000	0	0
77	0.000000	-0.500000	[-0.5]	1.344738	457.000000	0	0
78	0.000000	-0.500000	[-0.5]	1.344738	457.000000	0	0
79	0.000000	-0.409614	[-0.4096141755580902]	1.344738	457.000000	0	0
80	0.000000	0.500000	[0.5]	1.344738	457.000000	0	0
81	3.000000	0.211164	[0.21116429567337036]	1.344738	460.000000	0	0
82	0.000000	-0.484608	[-0.4846082925796509]	1.344738	460.000000	0	0
83	1.000000	-0.500000	[-0.5]	1.344738	461.000000	0	0
84	111.000000	-0.500000	[-0.5]	1.344738	572.000000	0	0
85	4.000000	0.500000	[0.5]	1.344738	576.000000	0	0
86	3.000000	0.500000	[0.5]	1.344738	579.000000	0	0
87	0.000000	-0.500000	[-0.5]	1.344738	579.000000	0	0
88	6.000000	-0.500000	[-0.5]	1.344738	585.000000	0	0
89	0.000000	-0.500000	[-0.5]	1.344738	585.000000	0	0
90	25.000000	0.500000	[0.5]	1.344738	610.000000	0	0
91	0.000000	-0.500000	[-0.5]	1.344738	610.000000	0	0
92	10.000000	-0.500000	[-0.5]	1.344738	620.000000	0	0
93	0.000000	0.410538	[0.4105379581451416]	1.344738	620.000000	0	0
94	0.000000	-0.176694	[-0.17669449746608734]	1.344738	620.000000	0	0
95	110.000000	-0.500000	[-0.5]	1.344738	730.000000	0	0
96	0.000000	-0.152792	[-0.15279223024845123]	1.344738	730.000000	0	0
97	16.000000	-0.500000	[-0.5]	1.344738	746.000000	0	0
98	0.000000	-0.500000	[-0.5]	1.344738	746.000000	0	0
99	25.000000	-0.500000	[-0.5]	1.344738	771.000000	0	0
100	0.000000	-0.500000	[-0.5]	1.344738	771.000000	0	0
101	4.000000	-0.303380	[-0.3033798038959503]	1.344738	775.000000	0	0
102	0.000000	-0.500000	[-0.5]	1.344738	775.000000	0	0
103	0.000000	0.500000	[0.5]	1.344738	775.000000	0	0
104	10.000000	0.500000	[0.5]	1.344738	785.000000	0	0
105	15.000000	0.217729	[0.2177286148071289]	1.344738	800.000000	0	0
106	0.000000	0.500000	[0.5]	1.344738	800.000000	0	0
107	0.000000	-0.500000	[-0.5]	1.344738	800.000000	0	0
108	15.000000	0.500000	[0.5]	1.344738	815.000000	0	0
109	21.000000	0.500000	[0.5]	1.344738	836.000000	0	0
110	0.000000	-0.500000	[-0.5]	1.344738	836.000000	0	0
111	0.000000	-0.500000	[-0.5]	1.344738	836.000000	0	0
112	0.000000	0.500000	[0.5]	1.344738	836.000000	0	0
113	9.000000	0.500000	[0.5]	1.344738	845.000000	0	0
114	0.000000	0.500000	[0.5]	1.344738	845.000000	0	0
115	65.000000	0.500000	[0.5]	1.344738	910.000000	0	0
116	0.000000	-0.500000	[-0.5]	1.344738	910.000000	0	0
117	0.000000	0.500000	[0.5]	1.344738	910.000000	0	0
118	0.000000	0.500000	[0.5]	1.344738	910.000000	0	0
119	10.000000	-0.500000	[-0.5]	1.344738	920.000000	0	0
120	25.000000	-0.500000	[-0.5]	1.344738	945.000000	0	0
121	0.000000	-0.500000	[-0.5]	1.344738	945.000000	0	0
122	0.000000	-0.464074	[-0.46407416462898254]	1.344738	945.000000	0	0
123	10.000000	-0.500000	[-0.5]	1.344738	955.000000	0	0
124	46.000000	-0.500000	[-0.5]	1.344738	1001.000000	0	0
125	0.000000	-0.500000	[-0.5]	1.344738	1001.000000	0	0
126	0.000000	0.500000	[0.5]	1.344738	1001.000000	0	0
127	0.000000	-0.500000	[-0.5]	1.344738	1001.000000	0	0
128	0.000000	-0.500000	[-0.5]	1.344738	1001.000000	0	0
129	0.000000	-0.473717	[-0.473716676235199]	1.344738	1001.000000	0	0
130	25.000000	-0.500000	[-0.5]	1.344738	1026.000000	0	0
131	0.000000	-0.500000	[-0.5]	1.344738	1026.000000	0	0
132	1.000000	0.500000	[0.5]	1.344738	1027.000000	0	0
133	0.000000	0.500000	[0.5]	1.344738	1027.000000	0	0
134	3.000000	0.500000	[0.5]	1.344738	1030.000000	0	0
135	6.000000	0.019821	[0.01982131600379944]	1.344738	1036.000000	0	0
136	9.000000	0.330577	[0.33057713508605957]	1.344738	1045.000000	0	0
137	53.000000	0.245905	[0.245905339717865]	1.344738	1098.000000	0	0
138	113.000000	-0.366332	[-0.3663318157196045]	1.344738	1211.000000	0	0
139	0.000000	0.489827	[0.4898272752761841]	1.344738	1211.000000	0	0
140	15.000000	-0.500000	[-0.5]	1.344738	1226.000000	0	0
141	21.000000	-0.500000	[-0.5]	1.344738	1247.000000	0	0
142	0.000000	-0.500000	[-0.5]	1.344738	1247.000000	0	0
143	0.000000	0.386647	[0.3866468667984009]	1.344738	1247.000000	0	0
144	0.000000	-0.500000	[-0.5]	1.344738	1247.000000	0	0
145	0.000000	-0.500000	[-0.5]	1.344738	1247.000000	0	0
146	0.000000	-0.500000	[-0.5]	1.344738	1247.000000	0	0
147	16.000000	0.500000	[0.5]	1.344738	1263.000000	0	0
148	4.000000	0.500000	[0.5]	1.344738	1267.000000	0	0
149	0.000000	0.500000	[0.5]	1.344738	1267.000000	0	0
150	15.000000	-0.500000	[-0.5]	1.344738	1282.000000	0	0
151	0.000000	0.500000	[0.5]	1.344738	1282.000000	0	0
152	0.000000	-0.232491	[-0.2324911504983902]	1.344738	1282.000000	0	0
153	0.000000	-0.500000	[-0.5]	1.344738	1282.000000	0	0
154	0.000000	-0.500000	[-0.5]	1.344738	1282.000000	0	0
155	0.000000	0.462703	[0.4627026319503784]	1.344738	1282.000000	0	0
156	0.000000	-0.328362	[-0.328362375497818]	1.344738	1282.000000	0	0
157	0.000000	-0.303088	[-0.30308836698532104]	1.344738	1282.000000	0	0
158	0.000000	0.500000	[0.5]	1.344738	1282.000000	0	0
159	-500.000000	0.416158	[0.4161584973335266]	1.344738	1316.000000	1	0
