step	reward	x	action	sigma	score	terminated	truncated
1	0.000000	0.500000	[0.5]	1.886376	0.000000	0	0
2	0.000000	0.383945	[0.3839449882507324]	1.886376	0.000000	0	0
3	0.000000	0.500000	[0.5]	1.886376	0.000000	0	0
4	0.000000	0.500000	[0.5]	1.886376	0.000000	0	0
5	0.000000	0.500000	[0.5]	1.886376	0.000000	0	0
6	0.000000	0.500000	[0.5]	1.886376	0.000000	0	0
7	0.000000	0.500000	[0.5]	1.886376	0.000000	0	0
8	0.000000	0.500000	[0.5]	1.886376	0.000000	0	0
9	3.000000	0.500000	[0.5]	1.886376	3.000000	0	0
10	0.000000	0.484710	[0.4847095012664795]	1.886376	3.000000	0	0
11	0.000000	0.500000	[0.5]	1.886376	3.000000	0	0
12	0.000000	0.500000	[0.5]	1.886376	3.000000	0	0
13	10.000000	-0.500000	[-0.5]	1.886376	13.000000	0	0
14	0.000000	0.500000	[0.5]	1.886376	13.000000	0	0
15	0.000000	-0.500000	[-0.5]	1.886376	13.000000	0	0
16	16.000000	0.500000	[0.5]	1.886376	29.000000	0	0
17	1.000000	0.500000	[0.5]	1.886376	30.000000	0	0
18	3.000000	0.500000	[0.5]	1.886376	33.000000	0	0
19	15.000000	-0.269371	[-0.26937103271484375]	1.886376	48.000000	0	0
20	0.000000	0.500000	[0.5]	1.886376	48.000000	0	0
21	10.000000	0.500000	[0.5]	1.886376	58.000000	0	0
22	0.000000	0.500000	[0.5]	1.886376	58.000000	0	0
23	36.000000	0.500000	[0.5]	1.886376	94.000000	0	0
24	4.000000	0.500000	[0.5]	1.886376	98.000000	0	0
25	0.000000	-0.500000	[-0.5]	1.886376	98.000000	0	0
26	0.000000	0.500000	[0.5]	1.886376	98.000000	0	0
27	0.000000	0.500000	[0.5]	1.886376	98.000000	0	0
28	0.000000	0.500000	[0.5]	1.886376	98.000000	0	0
29	0.000000	0.500000	[0.5]	1.886376	98.000000	0	0
30	10.000000	0.500000	[0.5]	1.886376	108.000000	0	0
31	24.000000	0.500000	[0.5]	1.886376	132.000000	0	0
32	0.000000	0.500000	[0.5]	1.886376	132.000000	0	0
33	0.000000	0.500000	[0.5]	1.886376	132.000000	0	0
34	64.000000	-0.500000	[-0.5]	1.886376	196.000000	0	0
35	0.000000	0.500000	[0.5]	1.886376	196.000000	0	0
36	68.000000	0.455734	[0.45573365688323975]	1.886376	264.000000	0	0
37	21.000000	0.500000	[0.5]	1.886376	285.000000	0	0
38	10.000000	0.500000	[0.5]	1.886376	295.000000	0	0
39	0.000000	0.500000	[0.5]	1.886376	295.000000	0	0
40	46.000000	0.500000	[0.5]	1.886376	341.000000	0	0
41	0.000000	0.500000	[0.5]	1.886376	341.000000	0	0
42	0.000000	0.500000	[0.5]	1.886376	341.000000	0	0
43	0.000000	-0.251333	[-0.2513333559036255]	1.886376	341.000000	0	0
44	0.000000	0.500000	[0.5]	1.886376	341.000000	0	0
45	0.000000	0.500000	[0.5]	1.886376	341.000000	0	0
46	0.000000	0.500000	[0.5]	1.886376	341.000000	0	0
47	25.000000	0.500000	[0.5]	1.886376	366.000000	0	0
48	0.000000	0.500000	[0.5]	1.886376	366.000000	0	0
49	9.000000	-0.089356	[-0.08935630321502686]	1.886376	375.000000	0	0
50	0.000000	0.500000	[0.5]	1.886376	375.000000	0	0
51	0.000000	-0.500000	[-0.5]	1.886376	375.000000	0	0
52	0.000000	0.500000	[0.5]	1.886376	375.000000	0	0
53	0.000000	0.088595	[0.08859479427337646]	1.886376	375.000000	0	0
54	3.000000	0.500000	[0.5]	1.886376	378.000000	0	0
55	0.000000	0.500000	[0.5]	1.886376	378.000000	0	0
56	0.000000	0.500000	[0.5]	1.886376	378.000000	0	0
57	25.000000	0.294984	[0.29498422145843506]	1.886376	403.000000	0	0
58	0.000000	0.500000	[0.5]	1.886376	403.000000	0	0
59	0.000000	-0.119896	[-0.11989593505859375]	1.886376	403.000000	0	0
60	10.000000	0.500000	[0.5]	1.886376	413.000000	0	0
61	24.000000	0.500000	[0.5]	1.886376	437.000000	0	0
62	71.000000	0.500000	[0.5]	1.886376	508.000000	0	0
63	1.000000	0.500000	[0.5]	1.886376	509.000000	0	0
64	6.000000	0.500000	[0.5]	1.886376	515.000000	0	0
65	0.000000	0.500000	[0.5]	1.886376	515.000000	0	0
66	10.000000	0.130472	[0.13047218322753906]	1.886376	525.000000	0	0
67	0.000000	0.066675	[0.06667506694793701]	1.886376	525.000000	0	0
68	0.000000	0.500000	[0.5]	1.886376	525.000000	0	0
69	0.000000	-0.176644	[-0.17664408683776855]	1.886376	525.000000	0	0
70	0.000000	0.500000	[0.5]	1.886376	525.000000	0	0
71	0.000000	0.500000	[0.5]	1.886376	525.000000	0	0
72	0.000000	-0.500000	[-0.5]	1.886376	525.000000	0	0
73	0.000000	0.500000	[0.5]	1.886376	525.000000	0	0
74	10.000000	0.500000	[0.5]	1.886376	535.000000	0	0
75	36.000000	-0.443671	[-0.44367074966430664]	1.886376	571.000000	0	0
76	19.000000	0.500000	[0.5]	1.886376	590.000000	0	0
77	10.000000	-0.231917	[-0.23191654682159424]	1.886376	600.000000	0	0
78	0.000000	0.500000	[0.5]	1.886376	600.000000	0	0
79	36.000000	0.500000	[0.5]	1.886376	636.000000	0	0
80	3.000000	0.500000	[0.5]	1.886376	639.000000	0	0
81	0.000000	0.500000	[0.5]	1.886376	639.000000	0	0
82	9.000000	0.500000	[0.5]	1.886376	648.000000	0	0
83	10.000000	0.500000	[0.5]	1.886376	658.000000	0	0
84	0.000000	0.197533	[0.19753289222717285]	1.886376	658.000000	0	0
85	0.000000	0.500000	[0.5]	1.886376	658.000000	0	0
86	15.000000	0.500000	[0.5]	1.886376	673.000000	0	0
87	0.000000	0.500000	[0.5]	1.886376	673.000000	0	0
88	0.000000	-0.002406	[-0.002406001091003418]	1.886376	673.000000	0	0
89	0.000000	0.500000	[0.5]	1.886376	673.000000	0	0
90	1.000000	0.500000	[0.5]	1.886376	674.000000	0	0
91	0.000000	0.149707	[0.14970684051513672]	1.886376	674.000000	0	0
92	0.000000	0.500000	[0.5]	1.886376	674.000000	0	0
93	77.000000	0.500000	[0.5]	1.886376	751.000000	0	0
94	6.000000	0.500000	[0.5]	1.886376	757.000000	0	0
95	0.000000	-0.500000	[-0.5]	1.886376	757.000000	0	0
96	0.000000	0.500000	[0.5]	1.886376	757.000000	0	0
97	0.000000	0.154834	[0.15483427047729492]	1.886376	757.000000	0	0
98	9.000000	0.500000	[0.5]	1.886376	766.000000	0	0
99	25.000000	0.500000	[0.5]	1.886376	791.000000	0	0
100	0.000000	-0.200737	[-0.2007373571395874]	1.886376	791.000000	0	0
101	0.000000	0.500000	[0.5]	1.886376	791.000000	0	0
102	31.000000	0.500000	[0.5]	1.886376	822.000000	0	0
103	24.000000	0.500000	[0.5]	1.886376	846.000000	0	0
104	0.000000	0.500000	[0.5]	1.886376	846.000000	0	0
105	6.000000	0.500000	[0.5]	1.886376	852.000000	0	0
106	25.000000	0.500000	[0.5]	1.886376	877.000000	0	0
107	0.000000	0.486566	[0.48656630516052246]	1.886376	877.000000	0	0
108	6.000000	0.500000	[0.5]	1.886376	883.000000	0	0
109	0.000000	0.500000	[0.5]	1.886376	883.000000	0	0
110	36.000000	-0.500000	[-0.5]	1.886376	919.000000	0	0
111	110.000000	-0.500000	[-0.5]	1.886376	1029.000000	0	0
112	68.000000	0.500000	[0.5]	1.886376	1097.000000	0	0
113	10.000000	0.500000	[0.5]	1.886376	1107.000000	0	0
114	3.000000	0.500000	[0.5]	1.886376	1110.000000	0	0
115	0.000000	0.500000	[0.5]	1.886376	1110.000000	0	0
116	0.000000	-0.500000	[-0.5]	1.886376	1110.000000	0	0
117	15.000000	0.500000	[0.5]	1.886376	1125.000000	0	0
118	0.000000	0.500000	[0.5]	1.886376	1125.000000	0	0
119	10.000000	0.500000	[0.5]	1.886376	1135.000000	0	0
120	0.000000	0.500000	[0.5]	1.886376	1135.000000	0	0
121	0.000000	-0.500000	[-0.5]	1.886376	1135.000000	0	0
