step	reward	x	action	sigma	score	terminated	truncated
1	0.000000	-0.500000	[-0.5]	2.546028	0.000000	0	0
2	1.000000	-0.500000	[-0.5]	2.546028	1.000000	0	0
3	0.000000	-0.046445	[-0.04644477367401123]	2.546028	1.000000	0	0
4	0.000000	-0.500000	[-0.5]	2.546028	1.000000	0	0
5	0.000000	0.500000	[0.5]	2.546028	1.000000	0	0
6	10.000000	-0.500000	[-0.5]	2.546028	11.000000	0	0
7	15.000000	-0.500000	[-0.5]	2.546028	26.000000	0	0
8	0.000000	-0.500000	[-0.5]	2.546028	26.000000	0	0
9	0.000000	0.500000	[0.5]	2.546028	26.000000	0	0
10	0.000000	0.248170	[0.24816954135894775]	2.546028	26.000000	0	0
11	0.000000	0.500000	[0.5]	2.546028	26.000000	0	0
12	0.000000	-0.500000	[-0.5]	2.546028	26.000000	0	0
13	10.000000	-0.500000	[-0.5]	2.546028	36.000000	0	0
14	15.000000	-0.500000	[-0.5]	2.546028	51.000000	0	0
15	0.000000	-0.500000	[-0.5]	2.546028	51.000000	0	0
16	0.000000	-0.006680	[-0.006679534912109375]	2.546028	51.000000	0	0
17	22.000000	-0.500000	[-0.5]	2.546028	73.000000	0	0
18	0.000000	-0.500000	[-0.5]	2.546028	73.000000	0	0
19	21.000000	-0.500000	[-0.5]	2.546028	94.000000	0	0
20	0.000000	-0.024794	[-0.024793684482574463]	2.546028	94.000000	0	0
21	6.000000	-0.288877	[-0.2888769507408142]	2.546028	100.000000	0	0
22	0.000000	-0.500000	[-0.5]	2.546028	100.000000	0	0
23	3.000000	-0.500000	[-0.5]	2.546028	103.000000	0	0
24	10.000000	-0.500000	[-0.5]	2.546028	113.000000	0	0
25	0.000000	-0.096178	[-0.09617787599563599]	2.546028	113.000000	0	0
26	0.000000	0.500000	[0.5]	2.546028	113.000000	0	0
27	0.000000	0.500000	[0.5]	2.546028	113.000000	0	0
28	15.000000	0.500000	[0.5]	2.546028	128.000000	0	0
29	0.000000	-0.500000	[-0.5]	2.546028	128.000000	0	0
30	1.000000	-0.500000	[-0.5]	2.546028	129.000000	0	0
31	19.000000	-0.500000	[-0.5]	2.546028	148.000000	0	0
32	0.000000	-0.500000	[-0.5]	2.546028	148.000000	0	0
33	0.000000	0.500000	[0.5]	2.546028	148.000000	0	0
34	0.000000	-0.118082	[-0.11808168888092041]	2.546028	148.000000	0	0
35	0.000000	-0.494250	[-0.49425026774406433]	2.546028	148.000000	0	0
36	0.000000	-0.500000	[-0.5]	2.546028	148.000000	0	0
37	10.000000	-0.500000	[-0.5]	2.546028	158.000000	0	0
