step	reward	x	action	sigma	score	terminated	truncated
1	0.000000	-0.500000	[-0.5]	3.077176	0.000000	0	0
2	0.000000	-0.225001	[-0.22500139474868774]	3.077176	0.000000	0	0
3	0.000000	0.500000	[0.5]	3.077176	0.000000	0	0
4	0.000000	-0.500000	[-0.5]	3.077176	0.000000	0	0
5	0.000000	0.500000	[0.5]	3.077176	0.000000	0	0
6	10.000000	-0.500000	[-0.5]	3.077176	10.000000	0	0
7	0.000000	-0.500000	[-0.5]	3.077176	10.000000	0	0
8	16.000000	0.314101	[0.3141014575958252]	3.077176	26.000000	0	0
9	0.000000	0.500000	[0.5]	3.077176	26.000000	0	0
10	0.000000	0.500000	[0.5]	3.077176	26.000000	0	0
11	0.000000	0.500000	[0.5]	3.077176	26.000000	0	0
12	15.000000	-0.500000	[-0.5]	3.077176	41.000000	0	0
13	0.000000	-0.500000	[-0.5]	3.077176	41.000000	0	0
14	25.000000	-0.500000	[-0.5]	3.077176	66.000000	0	0
15	0.000000	-0.500000	[-0.5]	3.077176	66.000000	0	0
16	21.000000	0.500000	[0.5]	3.077176	87.000000	0	0
17	0.000000	-0.500000	[-0.5]	3.077176	87.000000	0	0
18	0.000000	0.463318	[0.46331802010536194]	3.077176	87.000000	0	0
19	0.000000	-0.500000	[-0.5]	3.077176	87.000000	0	0
20	0.000000	0.500000	[0.5]	3.077176	87.000000	0	0
21	0.000000	0.500000	[0.5]	3.077176	87.000000	0	0
22	0.000000	-0.500000	[-0.5]	3.077176	87.000000	0	0
23	34.000000	-0.500000	[-0.5]	3.077176	121.000000	0	0
24	0.000000	-0.500000	[-0.5]	3.077176	121.000000	0	0
25	0.000000	0.500000	[0.5]	3.077176	121.000000	0	0
26	34.000000	0.500000	[0.5]	3.077176	155.000000	0	0
27	0.000000	0.500000	[0.5]	3.077176	155.000000	0	0
28	36.000000	0.500000	[0.5]	3.077176	191.000000	0	0
29	0.000000	-0.500000	[-0.5]	3.077176	191.000000	0	0
30	0.000000	-0.336493	[-0.33649325370788574]	3.077176	191.000000	0	0
31	3.000000	-0.334983	[-0.33498281240463257]	3.077176	194.000000	0	0
32	28.000000	-0.500000	[-0.5]	3.077176	222.000000	0	0
33	16.000000	0.500000	[0.5]	3.077176	238.000000	0	0
34	0.000000	0.500000	[0.5]	3.077176	238.000000	0	0
35	3.000000	0.500000	[0.5]	3.077176	241.000000	0	0
36	0.000000	-0.500000	[-0.5]	3.077176	241.000000	0	0
37	46.000000	0.072398	[0.07239794731140137]	3.077176	287.000000	0	0
38	0.000000	-0.500000	[-0.5]	3.077176	287.000000	0	0
39	0.000000	-0.068638	[-0.06863829493522644]	3.077176	287.000000	0	0
40	0.000000	-0.500000	[-0.5]	3.077176	287.000000	0	0
41	16.000000	-0.500000	[-0.5]	3.077176	303.000000	0	0
42	10.000000	0.500000	[0.5]	3.077176	313.000000	0	0
43	0.000000	-0.500000	[-0.5]	3.077176	313.000000	0	0
44	0.000000	-0.221760	[-0.22175979614257812]	3.077176	313.000000	0	0
45	6.000000	-0.500000	[-0.5]	3.077176	319.000000	0	0
46	77.000000	-0.500000	[-0.5]	3.077176	396.000000	0	0
47	36.000000	0.500000	[0.5]	3.077176	432.000000	0	0
48	0.000000	0.139266	[0.1392662227153778]	3.077176	432.000000	0	0
49	6.000000	-0.500000	[-0.5]	3.077176	438.000000	0	0
50	0.000000	0.445823	[0.44582340121269226]	3.077176	438.000000	0	0
