step	reward	x	action	sigma	score	terminated	truncated
100	0.000000	-0.500000	[-0.5]	2.920835	834.000000	0	0
101	16.000000	-0.011243	[-0.011243045330047607]	2.920835	850.000000	0	0
102	79.000000	0.500000	[0.5]	2.920835	929.000000	0	0
103	0.000000	-0.149422	[-0.14942193031311035]	2.920835	929.000000	0	0
104	0.000000	0.500000	[0.5]	2.920835	929.000000	0	0
105	16.000000	-0.500000	[-0.5]	2.920835	945.000000	0	0
106	0.000000	0.500000	[0.5]	2.920835	945.000000	0	0
107	14.000000	-0.500000	[-0.5]	2.920835	959.000000	0	0
108	152.000000	0.500000	[0.5]	2.920835	1111.000000	0	0
109	34.000000	0.500000	[0.5]	2.920835	1145.000000	0	0
110	10.000000	-0.500000	[-0.5]	2.920835	1155.000000	0	0
111	0.000000	0.500000	[0.5]	2.920835	1155.000000	0	0
112	0.000000	-0.500000	[-0.5]	2.920835	1155.000000	0	0
113	0.000000	-0.500000	[-0.5]	2.920835	1155.000000	0	0
114	15.000000	-0.500000	[-0.5]	2.920835	1170.000000	0	0
115	0.000000	0.500000	[0.5]	2.920835	1170.000000	0	0
116	0.000000	-0.500000	[-0.5]	2.920835	1170.000000	0	0
117	0.000000	0.500000	[0.5]	2.920835	1170.000000	0	0
118	0.000000	0.500000	[0.5]	2.920835	1170.000000	0	0
119	0.000000	-0.500000	[-0.5]	2.920835	1170.000000	0	0
120	15.000000	0.500000	[0.5]	2.920835	1185.000000	0	0
121	0.000000	0.500000	[0.5]	2.920835	1185.000000	0	0
122	10.000000	-0.500000	[-0.5]	2.920835	1195.000000	0	0
123	0.000000	0.500000	[0.5]	2.920835	1195.000000	0	0
124	55.000000	0.500000	[0.5]	2.920835	1250.000000	0	0
125	0.000000	0.500000	[0.5]	2.920835	1250.000000	0	0
126	0.000000	0.500000	[0.5]	2.920835	1250.000000	0	0
127	10.000000	0.500000	[0.5]	2.920835	1260.000000	0	0
128	15.000000	-0.030672	[-0.03067237138748169]	2.920835	1275.000000	0	0
129	0.000000	0.477476	[0.4774760603904724]	2.920835	1275.000000	0	0
130	0.000000	-0.500000	[-0.5]	2.920835	1275.000000	0	0
131	0.000000	0.500000	[0.5]	2.920835	1275.000000	0	0
132	0.000000	0.500000	[0.5]	2.920835	1275.000000	0	0
133	34.000000	0.500000	[0.5]	2.920835	1309.000000	0	0
134	0.000000	-0.034315	[-0.034315407276153564]	2.920835	1309.000000	0	0
135	0.000000	0.500000	[0.5]	2.920835	1309.000000	0	0
136	0.000000	0.500000	[0.5]	2.920835	1309.000000	0	0
137	1.000000	0.500000	[0.5]	2.920835	1310.000000	0	0
138	0.000000	0.500000	[0.5]	2.920835	1310.000000	0	0
139	0.000000	0.500000	[0.5]	2.920835	1310.000000	0	0
140	0.000000	-0.500000	[-0.5]	2.920835	1310.000000	0	0
141	0.000000	0.500000	[0.5]	2.920835	1310.000000	0	0
142	4.000000	0.497102	[0.4971024990081787]	2.920835	1314.000000	0	0
143	36.000000	-0.261862	[-0.26186227798461914]	2.920835	1350.000000	0	0
144	0.000000	-0.396042	[-0.39604198932647705]	2.920835	1350.000000	0	0
145	0.000000	0.500000	[0.5]	2.920835	1350.000000	0	0
146	15.000000	0.500000	[0.5]	2.920835	1365.000000	0	0
147	0.000000	0.500000	[0.5]	2.920835	1365.000000	0	0
148	0.000000	0.301779	[0.30177903175354004]	2.920835	1365.000000	0	0
149	6.000000	0.500000	[0.5]	2.920835	1371.000000	0	0
150	0.000000	-0.500000	[-0.5]	2.920835	1371.000000	0	0
151	0.000000	-0.500000	[-0.5]	2.920835	1371.000000	0	0
152	0.000000	0.500000	[0.5]	2.920835	1371.000000	0	0
153	0.000000	-0.500000	[-0.5]	2.920835	1371.000000	0	0
154	-500.000000	0.500000	[0.5]	2.920835	1371.000000	1	0
