step	reward	x	action	sigma	score	terminated	truncated
1	0.000000	-0.500000	[-0.5]	2.221807	0.000000	0	0
2	1.000000	-0.500000	[-0.5]	2.221807	1.000000	0	0
3	0.000000	-0.129329	[-0.12932878732681274]	2.221807	1.000000	0	0
4	0.000000	-0.500000	[-0.5]	2.221807	1.000000	0	0
5	0.000000	0.500000	[0.5]	2.221807	1.000000	0	0
6	0.000000	-0.500000	[-0.5]	2.221807	1.000000	0	0
7	0.000000	-0.500000	[-0.5]	2.221807	1.000000	0	0
8	6.000000	-0.500000	[-0.5]	2.221807	7.000000	0	0
9	0.000000	0.486840	[0.48684024810791016]	2.221807	7.000000	0	0
10	3.000000	0.127768	[0.1277681589126587]	2.221807	10.000000	0	0
11	6.000000	0.500000	[0.5]	2.221807	16.000000	0	0
12	25.000000	-0.500000	[-0.5]	2.221807	41.000000	0	0
13	0.000000	-0.500000	[-0.5]	2.221807	41.000000	0	0
14	3.000000	-0.500000	[-0.5]	2.221807	44.000000	0	0
15	16.000000	-0.500000	[-0.5]	2.221807	60.000000	0	0
16	0.000000	-0.094627	[-0.09462743997573853]	2.221807	60.000000	0	0
17	16.000000	-0.500000	[-0.5]	2.221807	76.000000	0	0
18	0.000000	-0.500000	[-0.5]	2.221807	76.000000	0	0
19	0.000000	-0.500000	[-0.5]	2.221807	76.000000	0	0
20	3.000000	-0.110435	[-0.11043483018875122]	2.221807	79.000000	0	0
21	0.000000	-0.340889	[-0.34088873863220215]	2.221807	79.000000	0	0
22	46.000000	-0.500000	[-0.5]	2.221807	125.000000	0	0
23	0.000000	-0.500000	[-0.5]	2.221807	125.000000	0	0
24	0.000000	-0.500000	[-0.5]	2.221807	125.000000	0	0
25	15.000000	-0.172729	[-0.17272871732711792]	2.221807	140.000000	0	0
26	0.000000	0.500000	[0.5]	2.221807	140.000000	0	0
27	0.000000	0.500000	[0.5]	2.221807	140.000000	0	0
28	0.000000	0.500000	[0.5]	2.221807	140.000000	0	0
29	15.000000	-0.500000	[-0.5]	2.221807	155.000000	0	0
30	0.000000	-0.500000	[-0.5]	2.221807	155.000000	0	0
31	6.000000	-0.500000	[-0.5]	2.221807	161.000000	0	0
32	0.000000	-0.500000	[-0.5]	2.221807	161.000000	0	0
33	0.000000	0.500000	[0.5]	2.221807	161.000000	0	0
34	0.000000	-0.191843	[-0.1918432116508484]	2.221807	161.000000	0	0
35	4.000000	-0.500000	[-0.5]	2.221807	165.000000	0	0
36	6.000000	-0.500000	[-0.5]	2.221807	171.000000	0	0
37	10.000000	-0.500000	[-0.5]	2.221807	181.000000	0	0
38	0.000000	-0.500000	[-0.5]	2.221807	181.000000	0	0
39	0.000000	-0.500000	[-0.5]	2.221807	181.000000	0	0
40	1.000000	-0.500000	[-0.5]	2.221807	182.000000	0	0
41	0.000000	-0.500000	[-0.5]	2.221807	182.000000	0	0
42	0.000000	0.500000	[0.5]	2.221807	182.000000	0	0
43	0.000000	-0.500000	[-0.5]	2.221807	182.000000	0	0
44	0.000000	-0.500000	[-0.5]	2.221807	182.000000	0	0
45	1.000000	-0.500000	[-0.5]	2.221807	183.000000	0	0
46	25.000000	-0.500000	[-0.5]	2.221807	208.000000	0	0
47	3.000000	0.500000	[0.5]	2.221807	211.000000	0	0
48	64.000000	-0.500000	[-0.5]	2.221807	275.000000	0	0
49	0.000000	-0.500000	[-0.5]	2.221807	275.000000	0	0
50	0.000000	-0.500000	[-0.5]	2.221807	275.000000	0	0
51	3.000000	-0.500000	[-0.5]	2.221807	278.000000	0	0
52	6.000000	0.500000	[0.5]	2.221807	284.000000	0	0
53	0.000000	-0.500000	[-0.5]	2.221807	284.000000	0	0
54	10.000000	0.040914	[0.040914058685302734]	2.221807	294.000000	0	0
55	36.000000	-0.500000	[-0.5]	2.221807	330.000000	0	0
56	0.000000	-0.500000	[-0.5]	2.221807	330.000000	0	0
57	0.000000	-0.500000	[-0.5]	2.221807	330.000000	0	0
58	0.000000	-0.500000	[-0.5]	2.221807	330.000000	0	0
59	6.000000	-0.500000	[-0.5]	2.221807	336.000000	0	0
60	0.000000	0.500000	[0.5]	2.221807	336.000000	0	0
61	0.000000	-0.500000	[-0.5]	2.221807	336.000000	0	0
62	26.000000	-0.500000	[-0.5]	2.221807	362.000000	0	0
63	0.000000	-0.027383	[-0.027383387088775635]	2.221807	362.000000	0	0
64	25.000000	0.500000	[0.5]	2.221807	387.000000	0	0
65	0.000000	0.500000	[0.5]	2.221807	387.000000	0	0
66	0.000000	-0.500000	[-0.5]	2.221807	387.000000	0	0
67	0.000000	-0.500000	[-0.5]	2.221807	387.000000	0	0
68	0.000000	0.500000	[0.5]	2.221807	387.000000	0	0
69	4.000000	0.500000	[0.5]	2.221807	391.000000	0	0
70	3.000000	-0.500000	[-0.5]	2.221807	394.000000	0	0
71	0.000000	0.500000	[0.5]	2.221807	394.000000	0	0
72	16.000000	0.082083	[0.08208280801773071]	2.221807	410.000000	0	0
73	6.000000	0.500000	[0.5]	2.221807	416.000000	0	0
74	16.000000	-0.500000	[-0.5]	2.221807	432.000000	0	0
75	36.000000	0.405910	[0.4059096574783325]	2.221807	468.000000	0	0
76	0.000000	-0.211585	[-0.21158480644226074]	2.221807	468.000000	0	0
77	0.000000	0.500000	[0.5]	2.221807	468.000000	0	0
78	0.000000	0.500000	[0.5]	2.221807	468.000000	0	0
79	0.000000	0.500000	[0.5]	2.221807	468.000000	0	0
80	0.000000	-0.500000	[-0.5]	2.221807	468.000000	0	0
81	0.000000	-0.500000	[-0.5]	2.221807	468.000000	0	0
82	0.000000	-0.500000	[-0.5]	2.221807	468.000000	0	0
83	6.000000	0.500000	[0.5]	2.221807	474.000000	0	0
84	0.000000	0.500000	[0.5]	2.221807	474.000000	0	0
85	16.000000	-0.500000	[-0.5]	2.221807	490.000000	0	0
86	0.000000	0.500000	[0.5]	2.221807	490.000000	0	0
87	0.000000	-0.500000	[-0.5]	2.221807	490.000000	0	0
88	6.000000	-0.469148	[-0.4691475033760071]	2.221807	496.000000	0	0
89	0.000000	0.500000	[0.5]	2.221807	496.000000	0	0
90	36.000000	-0.500000	[-0.5]	2.221807	532.000000	0	0
91	0.000000	0.467502	[0.46750152111053467]	2.221807	532.000000	0	0
92	43.000000	-0.500000	[-0.5]	2.221807	575.000000	0	0
93	46.000000	-0.500000	[-0.5]	2.221807	621.000000	0	0
94	6.000000	0.500000	[0.5]	2.221807	627.000000	0	0
95	0.000000	0.133094	[0.13309431076049805]	2.221807	627.000000	0	0
96	0.000000	0.500000	[0.5]	2.221807	627.000000	0	0
97	0.000000	-0.500000	[-0.5]	2.221807	627.000000	0	0
98	0.000000	0.500000	[0.5]	2.221807	627.000000	0	0
99	0.000000	-0.500000	[-0.5]	2.221807	627.000000	0	0
100	0.000000	-0.500000	[-0.5]	2.221807	627.000000	0	0
101	1.000000	-0.500000	[-0.5]	2.221807	628.000000	0	0
102	1.000000	0.500000	[0.5]	2.221807	629.000000	0	0
103	15.000000	-0.500000	[-0.5]	2.221807	644.000000	0	0
104	0.000000	0.500000	[0.5]	2.221807	644.000000	0	0
105	0.000000	-0.500000	[-0.5]	2.221807	644.000000	0	0
106	0.000000	-0.431066	[-0.4310661852359772]	2.221807	644.000000	0	0
107	3.000000	-0.500000	[-0.5]	2.221807	647.000000	0	0
